,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,sex,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,age,juv_misd_count,priors_count
0,1024,0.0001,32,CLIP,3873.0,15234,0.5209206,0.6614218547341115,0.6681014915693904,0.5280982295830954,0.3423667108978939,0.5038617263788234,0.5448717948717948,0.5,0.5,0.5,0.4569072164948453,1409.7061767578125,4.436619758605957,388.5533142089844
1,1024,0.0001,32,CONTROL,,15234,,,0.6693579766536966,,,,,,,,,,,
2,1024,0.0001,32,GMC,305696.0,84354,0.39535755,0.6215629053177691,0.6788099870298314,0.5,0.6597938144329897,0.6675257731958762,0.5833333333333334,0.5833333333333334,0.6361386138613861,0.5,0.5,187.5090484619141,0.2072434574365615,24.199195861816406
3,1024,0.0001,32,ICEH,89505.0,100866,0.74458754,0.6261429961089494,0.6806177042801556,0.5012135922330098,0.9917491749174918,1.0,1.0,1.0,0.5,1.0,0.5,126.48893737792967,0.7565392255783081,29.265594482421875
4,1024,0.0001,32,MCN,7136.0,15234,0.48562947,0.6519536316472114,0.678947795071336,0.4754997144488864,0.5205079786329149,0.5,0.6756805022934056,0.5301150462440785,0.5024752475247525,0.572108843537415,0.5,395.2052307128906,0.6297786831855774,34.81086349487305
5,1024,0.0001,32,SCARF,16224.0,15234,0.5083107,0.6630917639429312,0.6721303501945526,,,,,,,,,,,
6,1024,0.0001,32,SUBTAB,8032.0,15234,0.34089467,0.6536397535667964,0.6736624513618676,,,,,,,,,,,
7,1024,0.0001,64,CLIP,13889.0,59138,0.46462718,0.6391942282749676,0.6774156939040208,0.5001284980011422,0.5,0.5,0.5448717948717948,0.5018140461688849,0.5970548749790233,0.5017006802721089,0.5,1159.78271484375,16.442655563354492,899.4326171875
8,1024,0.0001,64,CONTROL,,59138,,,0.6676880674448769,,,,,,,,,,,
9,1024,0.0001,64,GMC,309824.0,122370,0.40778846,0.6144698443579766,0.6796368352788587,0.5,0.634020618556701,0.6623711340206185,0.5673076923076923,0.5608974358974359,0.6212871287128713,0.5,0.5,78.57746124267578,0.2072434574365615,25.440643310546875
10,1024,0.0001,64,ICEH,93633.0,138882,0.74302137,0.6655885214007782,0.6728356031128404,0.5852227298686465,1.0,1.0,1.0,1.0,0.938118811881188,1.0,0.6125,112.31991577148438,0.7162978053092957,30.65995979309082
