,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Month,DayofMonth,CRSDepTime,CRSArrTime,Distance
157,4096,0.0056234132519034,64,ICEH,97089.0,117697,0.41124147,0.0187845695763826,0.0171005371958017,0.0852107721106672,0.0369873488659067,0.0140949711203575,0.0075203808955848,0.0321512334048748
158,4096,0.0056234132519034,64,MCN,23808.0,36225,0.27194384,0.0186993852257728,0.0169467367231845,0.0911704913962875,0.0491736016904384,0.0089236535131931,0.013817342929542,0.0620671398937702
159,4096,0.0056234132519034,64,SCARF,179200.0,166849,0.83960974,0.0186098366975784,0.0169818550348281,,,,,
160,4096,0.0056234132519034,64,SUBTAB,72384.0,72449,0.41738707,0.0188617706298828,0.0171689447015523,,,,,
161,4096,0.0056234132519034,128,CLIP,55809.0,137985,0.124158904,0.0186120364814996,0.0169502664357423,0.0702096028106565,0.0480133930034296,0.0097203506156802,0.0111327162012457,0.1110709905624389
162,4096,0.0056234132519034,128,CONTROL,,137985,,,0.0170173905789852,,,,,
163,4096,0.0056234132519034,128,GMC,226688.0,171009,0.68697435,0.0187309123575687,0.0170477665960788,0.0907230451448638,0.0323681162841595,0.011268108151853,0.0164753850549459,0.026721766218543
164,4096,0.0056234132519034,128,ICEH,105345.0,187521,0.3384047,0.0187631025910377,0.0171341840177774,0.0792808095321444,0.0347472950031542,0.0088356062769889,0.0082100508734583,0.016360405832529
165,4096,0.0056234132519034,128,MCN,72192.0,137985,0.23018852,0.0186967551708221,0.0169746875762939,0.0807033551191514,0.0437259479907599,0.0107945371419191,0.0105062089860439,0.1291824430227279
166,4096,0.0056234132519034,128,SCARF,203904.0,187521,0.8513334,0.0193227380514144,0.0170055832713842,,,,,
167,4096,0.0056234132519034,128,SUBTAB,105344.0,105473,0.36164388,0.018918577581644,0.0171802267432212,,,,,
168,4096,0.01,32,CLIP,4737.0,9921,0.14238793,0.0186870507895946,0.0170783903449773,0.0860060991596074,0.0458365459237207,0.0162434168159961,0.0133520746603608,0.0929184406995772
169,4096,0.01,32,CONTROL,,9921,,,0.0169882588088512,,,,,
170,4096,0.01,32,GMC,198848.0,66177,0.70846534,0.0186791643500327,0.0170767828822135,0.0835954820266729,0.0320573134229066,0.0126901883631944,0.0141993984580039,0.0297310128808021
171,4096,0.01,32,ICEH,92961.0,98145,0.28534585,0.018800601363182,0.0170709956437349,0.0869941933270503,0.0311398081539398,0.0134712057188153,0.0094503685832023,0.0284365620464086
172,4096,0.01,32,MCN,8832.0,9921,0.18297195,0.0187160316854715,0.0169744063168763,0.0979786157977669,0.0497798685534659,0.0253302324563264,0.0185379646718502,0.1530184894800186
173,4096,0.01,32,SCARF,166848.0,159585,0.8275175,0.0192888863384723,0.0170008968561887,,,,,
174,4096,0.01,32,SUBTAB,62048.0,62081,0.4405046,0.0189228281378745,0.0171739365905523,,,,,
