,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Local_Authority_(District),Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,Longitude,Latitude,Police_Force,Number_of_Vehicles,Age_of_Casualty,Age_Band_of_Casualty,Casualty_IMD_Decile
61,4096,0.0007,16,GMC,967440.0,278722,0.20194557,0.6836465716971072,0.7760368008377219,0.0723896969447954,0.0666666666666666,0.0552512606503216,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2891461795937211,0.0034246575342465,0.5494662916852228,0.1092416590264824,0.0666666666666666,0.595316362937532,0.1111111111111111,0.1,0.0625,182.8737030029297,2.0844221115112305,0.072210893034935,25.82110595703125,1.475679874420166,7.94950008392334,297.3346862792969,5.8060302734375,295.6247863769531,3.949748754501343,9.561139106750488
62,4096,0.0007,16,ICEH,288273.0,295234,0.2937371,0.6406130163909753,0.7784682275746897,0.0640166028097062,0.1612644498358784,0.1256533008501029,0.25,0.2333333333333333,0.1346133795873538,0.5,0.3581160049985794,0.1025403530564226,0.5680545185609224,0.1251393016344725,0.0702698376149907,0.5746504188866748,0.1273148148148148,0.1002123893805309,0.1120716633838067,10.781909942626951,1.2020100355148315,0.2513119876384735,679.882080078125,0.9687246680259703,7.699385643005371,273.0599670410156,572.3477172851562,11.299832344055176,0.4351758658885956,18.699161529541016
63,4096,0.0007,16,SCARF,19136.0,18898,0.18669395,0.6966384650733086,0.7624845208798,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4096,0.0007,16,SUBTAB,14784.0,18898,0.31153795,0.6567826646662963,0.7445215042486523,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4096,0.0007,32,CONTROL,,57250,,,0.7744431119316117,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4096,0.0007,32,GMC,969504.0,301570,0.20047918,0.6827893158445026,0.7776885474524899,0.0722456763873053,0.0666666666666666,0.0555120848548078,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2943730282394583,0.0079908675799086,0.5808207724906482,0.0979892484166376,0.0666666666666666,0.5970890766173318,0.1111111111111111,0.1,0.0625,206.1721954345703,2.156113862991333,0.0730319842696189,27.98659896850586,0.8942956924438477,9.041186332702637,269.6485900878906,5.611055374145508,323.0599670410156,5.137688636779785,8.951423645019531
67,4096,0.0007,32,ICEH,290337.0,318082,0.26090252,0.636365356872377,0.7739982803646139,0.1273584905660377,0.235653151544304,0.0649717514124293,0.3333333333333333,0.1254901960784313,0.1457209439238581,0.5046964106004697,0.3558577657770438,0.1102736680762823,0.5638533956879644,0.0836583704804358,0.1008910891089109,0.6102789105444135,0.1134259259259259,0.1447368421052631,0.1829058043672014,28.09648323059082,0.9453936219215392,0.1947778165340423,350.7078857421875,3.456587076187134,7.699385643005371,340.94305419921875,144.19732666015625,13.34639835357666,2.4036850929260254,17.92127227783203
68,4096,0.0007,32,SCARF,58240.0,57250,0.16522904,0.690381009717381,0.791403264104933,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4096,0.0007,32,SUBTAB,40832.0,57250,0.35121086,0.6981859607942346,0.7679006037937655,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4096,0.0007,64,CONTROL,,192322,,,0.7753071726728482,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4096,0.0007,64,GMC,973632.0,388738,0.21244557,0.6777596225128133,0.7770803825468215,0.0717748811027908,0.0666666666666666,0.0552947313510693,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2842704005078486,0.0034246575342465,0.5555634278225059,0.0780528463637992,0.0666666666666666,0.5902121778425158,0.1111111111111111,0.1,0.0625,184.5098876953125,1.9845895767211916,0.072247989475727,27.992965698242188,0.9818202257156372,9.569558143615724,514.2938232421875,5.676382064819336,280.0971374511719,4.34907865524292,8.818425178527832
72,4096,0.0007,64,ICEH,294465.0,405250,0.21245737,0.6433232834468282,0.7833011875731526,0.1334885328562134,0.3427111231628872,0.135515135109345,0.2893518518518518,0.1628571428571428,0.141349424238773,0.4226350218047635,0.3213118089589696,0.1263644210505436,0.6850151163217673,0.0860883607062691,0.1003630363036303,0.6352356478891327,0.1718820437183269,0.1172867734991628,0.1717035109498345,20.74807357788086,0.8804020285606384,0.1796368956565857,672.56982421875,0.3739470541477203,7.699385643005371,278.12060546875,715.0103759765625,17.41574478149414,0.5825795531272888,16.934337615966797
73,4096,0.0007,64,SCARF,196352.0,192322,0.15137894,0.7091108172110845,0.7772208514596887,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4096,0.0007,64,SUBTAB,126720.0,192322,0.30595633,0.6942392374681972,0.7708680956399077,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4096,0.001,16,CONTROL,,18898,,,0.7387023317551329,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4096,0.001,16,GMC,967440.0,278722,0.23650189,0.6669102443195192,0.7754681523206272,0.0725411004283381,0.0666666666666666,0.055737056934966,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2847133252539243,0.0148727984344422,0.5826800659450125,0.0775190214241303,0.0666666666666666,0.5989277955937199,0.1111111111111111,0.1,0.0625,185.76416015625,1.912227749824524,0.0725497081875801,29.649581909179688,1.3682570457458496,8.745401382446289,596.1025390625,5.597654819488525,306.7269592285156,5.417420387268066,10.09447193145752
77,4096,0.001,16,ICEH,288273.0,295234,0.2503528,0.6354134410160259,0.7771371113007585,0.0625798212005108,0.2337512161732151,0.0588235294117647,0.2083333333333333,0.2866666666666667,0.1284536541889483,0.5,0.256269717605417,0.0931095240253437,0.7452864474713703,0.062820821873057,0.0871794871794871,0.5,0.1111111111111111,0.1,0.1180445429104477,12.925963401794434,0.5584589838981628,0.0871724411845207,305.3711853027344,2.5948429107666016,7.699385643005371,1841.435791015625,545.8519287109375,11.357454299926758,4.499162673950195,14.090786933898926
78,4096,0.001,16,SCARF,19136.0,18898,0.25331447,0.6726048313108137,0.7721208195967983,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4096,0.001,16,SUBTAB,14784.0,18898,0.2928498,0.6604940829491908,0.7721168807671431,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4096,0.001,32,CONTROL,,57250,,,0.7680856006955397,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4096,0.001,32,GMC,969504.0,301570,0.22177073,0.6836122750584019,0.7754562077396401,0.0715923409311132,0.0666666666666666,0.0555120848548078,0.1666666666666666,0.1,0.0909090909090909,0.5,0.3052518563404124,0.0034246575342465,0.5506500347896661,0.0785342438325271,0.0666666666666666,0.5991269340225424,0.1111111111111111,0.1,0.0625,199.8824157714844,2.2716917991638184,0.0723230838775634,29.446901321411133,0.9655249118804932,8.07175350189209,272.5956420898437,5.77688455581665,368.8298034667969,4.4278059005737305,9.108878135681152
82,4096,0.001,32,ICEH,290337.0,318082,0.28287464,0.6430710702568725,0.7828097305103987,0.2840414829272994,0.2548494804700894,0.0648399090039631,0.27155803219633,0.1504761904761904,0.1373223779891758,0.5469641060046964,0.2515235457063712,0.1018992407359338,0.7405029860737767,0.0833333333333333,0.0691305337430294,0.6187428550388983,0.1935678087890477,0.1799469026548672,0.2737646047633335,8.106197357177734,0.9507537484169006,0.094337411224842,640.2137451171875,6.744880676269531,7.699385643005371,352.9879455566406,736.3155517578125,8.1494140625,8.932998657226562,22.739028930664062
83,4096,0.001,32,SCARF,58240.0,57250,0.17280284,0.6787233548581301,0.7721897491157648,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4096,0.001,32,SUBTAB,40832.0,57250,0.3211558,0.6883725428347724,0.768661358319817,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4096,0.001,64,CONTROL,,192322,,,0.7676196179335235,,,,,,,,,,,,,,,,,,,,,,,,,,,
